player_id,name,position,age,years_pro,hype,salary_per_round,auction_round,personality,scout_grade,social_media_followers,games_played,mins_per_game,pts_per_game,fg_attempts_per_game,fg_pct,three_pt_pct,ft_pct,rebounds_per_game,assists_per_game,steals_per_game,blocks_per_game,turnovers_per_game,prev_pts_per_game,prev_fg_pct,prev_mins_per_game
1018,Devon Underwood,G,20,0,3.5,16.4,,Diva,B-,489981,54,26.7,13.2,13.9,0.360,0.271,0.681,2.1,4.9,1.6,0.3,1.6,12.8,0.360,26.2
1019,Imani Vale,W,31,10,1.5,2.6,,Diva,B,96287,78,22.8,7.6,7.4,0.396,0.244,0.788,4.9,2.0,2.1,0.8,0.9,7.8,0.394,24.0
1020,Imani Mercer,G,31,10,3.5,14.3,,Leader,B+,874390,51,21.2,13.8,13.6,0.362,0.296,0.631,1.9,3.9,1.0,0.1,1.4,14.1,0.384,22.4
1021,Mekhi Hail,W,29,8,3.0,10.7,,Leader,C+,473943,67,23.3,13.4,13.5,0.371,0.277,0.731,4.3,3.0,1.8,0.7,1.4,13.3,0.366,22.9
1022,Devon Otieno,B,32,13,1.0,2.2,,Professional,B,42147,81,23.1,7.3,6.7,0.442,0.221,0.735,8.0,1.3,1.3,2.4,1.4,7.4,0.442,23.9
1023,Quincy Westbrook-Reyes,G,27,6,4.5,19.9,,Hothead,B-,645886,81,23.7,12.9,13.4,0.372,0.247,0.717,2.0,8.4,1.2,0.0,1.5,12.4,0.360,24.6
1024,Pavel Castellanos,B,27,6,2.0,,3,Professional,B+,360489,49,24.4,10.8,9.9,0.418,0.221,0.770,9.2,1.3,1.4,2.5,1.4,10.1,0.392,24.2
1025,Otis Everhart,W,32,13,3.5,11.6,,Hothead,B,644156,75,26.0,13.0,13.5,0.384,0.245,0.782,4.0,3.6,1.2,0.5,1.8,14.4,0.394,26.3
1026,Marcus Vann,G,21,1,3.5,11.0,,Leader,B-,241802,69,23.0,11.4,12.0,0.364,0.247,0.620,1.9,5.8,1.4,0.3,1.4,10.5,0.360,24.3
1027,Hiro Bright,W,31,11,2.0,4.9,,Professional,C,313622,46,22.1,10.9,10.5,0.386,0.290,0.691,3.5,2.1,1.0,0.5,1.0,10.3,0.395,22.9
1028,Cyrus North,G,31,10,5.0,,1,Diva,C,11102090,79,26.7,18.7,20.0,0.357,0.254,0.648,1.3,4.9,0.7,0.1,3.3,19.9,0.362,25.2
1029,Tyrese Jennings,W,29,9,1.5,2.9,,Leader,B,37748,78,22.2,7.9,7.2,0.399,0.318,0.786,4.0,2.1,1.0,0.4,1.0,7.9,0.391,22.2
1030,Reggie Delacroix,G,37,17,5.0,,1,Leader,A-,2555251,80,26.0,15.4,18.0,0.336,0.246,0.627,1.0,6.4,0.6,0.1,2.6,17.4,0.360,27.4
1031,DeMarcus Pemberton,W,30,10,1.5,3.3,,Quiet,C,64165,56,18.7,8.2,8.3,0.380,0.237,0.734,3.6,3.0,0.9,0.4,1.1,9.4,0.393,19.2
1032,Goran Everhart,G,31,12,4.0,16.0,,Professional,A-,446108,63,21.8,13.3,12.6,0.386,0.266,0.607,2.2,7.6,1.5,0.2,1.0,13.2,0.398,22.6
1033,Evan Oakes,W,22,3,2.5,9.4,,Professional,C,185495,77,23.4,11.1,11.0,0.373,0.324,0.653,3.2,2.2,1.2,0.5,1.3,10.9,0.385,21.7
1034,Trey Flowers,B,25,6,2.0,,5,Leader,B-,136492,81,23.9,10.6,9.7,0.418,0.260,0.776,8.1,1.9,1.2,2.4,0.8,11.0,0.410,22.8
1035,Nolan Hail,G,30,10,4.0,16.5,,Hothead,B,142075,63,22.5,10.8,9.9,0.397,0.286,0.726,1.9,7.9,1.4,0.2,1.3,11.3,0.409,22.9
1036,Pierce Quill,W,29,8,3.0,13.4,,Hothead,A,251821,75,25.7,12.0,12.4,0.378,0.232,0.673,4.6,3.8,1.9,0.9,1.8,11.3,0.387,24.0
1037,Grant Vickers,B,23,4,1.5,3.5,,Hothead,C-,86903,81,18.8,8.8,9.1,0.387,0.247,0.644,7.3,1.2,1.0,1.8,1.3,9.2,0.375,18.8
1038,Aaron Kane,G,24,4,3.0,9.2,,Leader,B,301988,54,22.3,11.3,12.4,0.367,0.267,0.719,2.1,3.9,1.5,0.3,1.4,12.1,0.360,22.4
1039,Reggie Vann,W,31,10,2.5,6.2,,Hothead,B+,549147,75,21.5,11.9,12.2,0.377,0.248,0.689,3.2,2.5,1.0,0.4,2.0,12.1,0.376,21.1
1040,Gideon Pryor,B,24,4,1.5,3.0,,Leader,A,139988,71,23.6,8.4,7.9,0.431,0.262,0.737,8.6,1.8,1.4,2.5,0.9,8.6,0.426,23.0
1041,Warren Ibarra,G,27,6,2.5,9.3,,Hothead,B,286958,81,22.5,11.2,10.7,0.373,0.284,0.761,1.5,3.7,1.3,0.2,1.4,10.7,0.373,23.5
1042,Rashad Abernathy,W,27,6,2.0,5.7,,Leader,B-,271922,76,22.1,10.4,11.4,0.350,0.245,0.627,4.0,2.0,1.4,0.6,1.4,11.5,0.360,22.4
1043,Jaxon Langford,W,30,10,3.0,12.2,,Hothead,C-,626158,58,25.2,11.7,11.8,0.375,0.270,0.774,4.4,3.1,1.7,0.8,1.3,13.3,0.382,27.0
1044,Isaiah Flowers,B,26,5,2.5,5.4,,Professional,C,325938,72,24.3,11.6,11.1,0.410,0.219,0.728,7.5,1.7,1.1,1.8,1.7,11.9,0.431,24.7
1045,Goran Oyelaran,G,27,7,2.5,7.7,,Hothead,C,289534,77,21.8,12.2,11.6,0.384,0.289,0.735,1.5,3.4,0.9,0.1,1.5,12.7,0.393,22.4
1046,Marcus Draper,B,30,10,2.0,5.8,,Diva,B,188472,54,22.3,10.7,10.6,0.401,0.241,0.693,7.0,1.3,0.8,1.7,1.2,10.8,0.412,23.4
1047,Luka Blackwood,G,33,12,3.0,13.3,,Hothead,C,218061,79,19.5,10.1,11.1,0.353,0.249,0.663,1.8,5.5,1.2,0.0,1.3,12.6,0.372,21.0
1048,Kendall Everhart,W,24,4,2.0,6.2,,Professional,A+,117669,54,23.1,9.6,8.9,0.386,0.314,0.719,3.6,2.3,1.2,0.4,1.2,9.6,0.380,22.3
1049,Amari Ashford,G,31,11,3.5,10.5,,Leader,B-,1264480,50,23.7,13.8,12.8,0.391,0.301,0.744,1.0,3.9,0.9,0.1,1.2,13.4,0.383,23.9
1050,Mekhi Holloway,W,29,8,2.5,5.4,,Professional,B-,359014,79,26.1,12.6,13.0,0.372,0.239,0.690,4.6,2.7,1.7,0.8,1.6,13.0,0.361,26.6
1051,Franz Hail,B,33,12,4.5,16.1,,Diva,C+,8475673,47,29.8,20.5,20.9,0.394,0.256,0.751,6.6,1.8,0.7,1.5,2.6,22.5,0.414,33.9
1052,Mekhi Draper,G,25,5,3.0,12.1,,Hothead,D,390367,80,22.3,12.7,12.2,0.375,0.278,0.685,1.6,3.3,1.3,0.3,1.4,13.3,0.360,21.9
1053,Felix Fairbanks,B,31,10,2.5,8.0,,Quiet,B+,266074,76,24.4,11.0,10.4,0.427,0.267,0.617,7.2,1.7,1.0,1.8,1.7,10.6,0.423,25.1
1054,DeMarcus Blackwood,W,20,0,3.0,10.7,,Professional,B,472463,72,25.4,13.2,13.4,0.370,0.255,0.671,4.4,2.7,1.5,0.8,1.5,12.0,0.377,23.2
1055,Kobie Holloway,B,34,14,3.0,14.8,,Leader,B+,441766,53,22.9,12.2,11.8,0.391,0.252,0.750,7.2,2.5,1.0,1.7,1.5,13.4,0.411,24.1
1056,Hiro Ellington,G,28,7,2.0,5.4,,Professional,D,359422,48,20.9,10.1,10.4,0.362,0.253,0.767,1.7,2.8,1.5,0.0,1.4,9.9,0.386,20.5
1057,Nico Kovac,W,34,14,3.0,10.8,,Quiet,C+,368922,59,22.5,13.8,14.4,0.375,0.241,0.684,3.7,3.9,1.0,0.5,2.1,15.9,0.392,23.6
1058,Gustavo Osei,B,27,6,2.5,7.1,,Professional,C+,313862,56,24.1,12.5,12.3,0.398,0.245,0.640,6.7,1.9,1.0,1.7,1.9,12.5,0.402,23.9
1059,Hakeem Everhart,G,31,11,2.5,8.2,,Hothead,B,275878,70,21.5,11.4,12.9,0.352,0.244,0.627,1.8,3.5,1.3,0.2,1.6,12.3,0.360,22.5
1060,Silas Dupree,B,24,4,1.5,,1,Quiet,A+,47508,62,25.2,7.7,6.7,0.462,0.224,0.732,8.7,1.6,1.4,2.5,1.1,7.3,0.462,24.7
1061,Xavier Vickers,W,32,11,2.0,5.9,,Hothead,B+,171125,80,24.4,10.6,10.2,0.406,0.219,0.770,4.8,1.8,1.8,0.8,0.8,11.3,0.403,24.9
1062,Miles Graves,W,23,3,3.0,9.1,,Leader,A,952969,57,26.6,13.0,12.2,0.398,0.252,0.761,4.3,2.9,1.7,0.9,1.4,13.0,0.383,27.0
1063,Kwame Kane,G,34,15,3.0,11.6,,Diva,B+,692565,53,24.3,12.5,14.3,0.338,0.243,0.675,1.2,3.5,1.0,0.2,1.8,13.2,0.363,26.2
1064,Kendall Kovac,B,31,11,1.0,2.2,,Diva,C,47677,70,19.8,8.0,7.5,0.419,0.214,0.768,8.2,1.3,1.3,2.3,1.1,7.7,0.437,20.8
1065,Otis Xiong,G,28,9,1.5,4.9,,Hothead,A,34204,79,19.9,6.4,6.3,0.384,0.241,0.778,2.2,4.3,2.0,0.3,0.7,7.3,0.395,19.0
1066,Isaiah Vale,W,23,2,3.0,12.1,,Quiet,B+,798776,63,23.3,13.9,13.0,0.403,0.293,0.726,3.6,2.3,1.0,0.4,1.2,12.5,0.384,24.1
1067,Grant Osei,G,22,3,3.0,12.4,,Leader,C+,336465,45,23.6,12.7,12.4,0.388,0.275,0.736,1.7,3.4,1.3,0.1,1.3,10.8,0.379,23.2
1068,Imani Tolliver,B,25,5,5.0,,4,Hothead,A,9795340,80,31.9,22.3,20.2,0.421,0.263,0.817,7.2,2.7,1.0,1.9,1.8,21.9,0.438,31.4
1069,Sergei Youngblood,W,23,2,2.0,5.8,,Hothead,C,58585,64,22.6,8.1,8.1,0.385,0.247,0.746,5.0,3.2,1.8,1.0,1.0,8.1,0.379,22.3
1070,Kwame Vantersley,B,29,10,3.0,13.2,,Leader,B+,824736,53,26.1,15.1,14.8,0.404,0.248,0.755,6.7,1.5,0.9,1.5,2.3,14.8,0.430,25.4
1071,Ulysses Delacroix,G,24,5,2.0,4.8,,Professional,C+,127247,47,23.8,9.4,9.2,0.384,0.233,0.773,1.8,2.7,2.1,0.3,1.2,9.6,0.365,24.1
1072,Elias Xanders,W,23,3,3.0,13.8,,Leader,B+,475239,67,24.0,12.4,13.1,0.363,0.234,0.604,4.2,2.9,1.4,0.7,1.7,11.7,0.360,22.8
1073,Aaron Winslow,B,20,0,3.0,7.5,,Quiet,C-,812871,42,21.1,13.4,12.5,0.422,0.245,0.732,7.3,1.9,1.1,1.4,1.6,12.7,0.419,18.7
1074,Nolan Bright,G,35,16,5.0,,4,Diva,C+,5647945,79,27.5,17.0,18.1,0.352,0.249,0.661,1.0,5.7,0.9,0.0,2.6,19.3,0.396,29.0
1075,Trey Vann,W,25,6,1.5,3.2,,Diva,B+,56515,48,19.5,7.6,7.8,0.388,0.224,0.734,4.4,3.2,1.9,0.9,1.0,6.9,0.371,20.4
1076,Rashad Kovac,G,31,12,3.0,11.1,,Diva,A,267727,66,22.3,11.1,11.1,0.375,0.292,0.722,1.8,4.7,1.0,0.0,1.3,11.7,0.370,23.4
1077,Cole Graves,B,30,11,2.5,6.4,,Quiet,B-,526147,79,23.9,12.7,13.2,0.376,0.226,0.657,6.9,1.8,1.1,1.7,1.7,14.1,0.365,25.4
1078,Zion Delacroix,W,32,12,2.0,7.9,,Hothead,B-,242262,42,23.2,11.2,10.3,0.393,0.310,0.642,4.0,2.6,1.1,0.6,1.4,12.1,0.394,23.3
1079,Jalen Everhart,W,31,12,3.0,12.6,,Hothead,B,493355,43,25.7,13.6,13.0,0.378,0.261,0.762,4.3,3.0,1.5,0.7,1.6,14.1,0.384,25.9
1080,Malik Abernathy,B,24,4,2.5,9.5,,Quiet,C,187416,80,20.3,10.9,10.0,0.416,0.271,0.724,6.1,2.5,0.6,1.3,1.3,10.5,0.398,20.2
1081,Gideon Fontaine,G,35,14,4.5,24.5,,Professional,C-,2304584,71,25.7,16.2,17.5,0.333,0.258,0.701,2.1,5.2,1.0,0.1,2.7,17.7,0.360,27.8
1082,Victor Jubilee,G,22,2,3.0,15.1,,Hothead,C-,343470,79,24.2,11.7,11.2,0.377,0.309,0.713,1.0,4.8,1.1,0.0,1.0,11.3,0.373,25.0
1083,Devon Ibarra,B,29,8,1.5,3.2,,Quiet,A-,173443,77,18.2,8.5,8.3,0.387,0.236,0.731,7.3,2.0,1.0,1.5,1.4,7.7,0.379,18.1
1084,Kobie Godfrey,W,20,0,3.0,10.8,,Leader,A,940841,73,24.0,13.4,13.6,0.377,0.259,0.642,3.3,2.9,1.3,0.6,1.7,12.5,0.361,25.4
1085,Amari Godfrey,B,22,3,3.0,12.3,,Diva,A-,1087291,57,24.3,14.3,14.5,0.394,0.238,0.732,7.0,2.3,0.9,1.5,1.7,14.3,0.390,23.0
1086,Lorenzo Ambrose,G,22,1,3.0,12.1,,Diva,B-,233608,81,25.8,10.8,11.5,0.358,0.251,0.701,2.0,4.8,1.7,0.1,1.5,11.4,0.360,26.9
1087,Jonas Blackwood,W,24,3,1.5,3.5,,Quiet,B-,89161,80,22.6,8.3,7.7,0.416,0.250,0.649,4.9,1.6,2.0,0.9,0.8,8.2,0.404,22.5
1088,Tyrese Bright,G,32,13,4.0,20.0,,Quiet,A+,149145,55,20.3,10.2,10.3,0.374,0.299,0.810,1.9,7.9,1.5,0.2,1.0,12.1,0.406,21.2
1089,Xavier Pemberton,W,24,5,4.0,,1,Professional,C-,1438461,71,27.7,16.8,16.1,0.381,0.272,0.651,4.4,3.3,1.6,0.8,1.6,16.2,0.374,27.4
1090,Kenji Kessler,G,26,7,5.0,,3,Diva,C-,6695085,79,27.1,20.1,22.2,0.343,0.258,0.610,1.6,4.9,1.0,0.1,3.4,20.8,0.360,28.9
1091,Isaiah Fontaine,B,27,6,2.0,5.4,,Diva,B+,129288,67,22.2,9.9,9.2,0.422,0.229,0.696,8.3,1.2,1.3,2.4,1.0,9.9,0.418,22.7
1092,Hakeem Yates,B,24,5,2.0,6.5,,Quiet,A-,223116,43,24.2,11.4,10.6,0.419,0.221,0.733,7.4,0.5,1.1,2.2,1.5,10.7,0.409,23.6
1093,Jamal Zell,G,28,9,4.5,27.6,,Professional,C,794498,49,22.2,12.0,11.9,0.381,0.269,0.750,1.5,8.5,1.1,0.2,1.1,12.8,0.378,22.1
1094,Lamar Pemberton,W,31,11,3.5,15.4,,Quiet,B,1462380,68,27.1,14.9,14.8,0.370,0.263,0.694,4.6,3.2,1.6,0.9,1.7,14.5,0.373,27.3
1095,Theo Xanders,B,29,10,5.0,,2,Quiet,B-,20000000,71,30.3,23.1,19.7,0.436,0.283,0.742,6.3,2.6,0.8,1.4,1.8,22.8,0.437,29.4
1096,Isaiah Osei,W,33,14,5.0,27.9,,Diva,B-,5836068,67,28.5,19.3,19.0,0.388,0.265,0.708,3.5,4.1,1.2,0.5,2.5,20.9,0.397,30.0
1097,Bo Lockhart,B,29,10,2.5,7.4,,Leader,C,423256,51,23.3,11.0,11.2,0.389,0.259,0.753,5.7,1.4,0.6,0.9,1.2,10.9,0.390,21.8
1098,Mateo Vann,G,24,3,1.5,3.2,,Diva,A-,77806,79,22.9,9.1,9.0,0.392,0.227,0.681,2.4,2.5,2.2,0.4,1.0,9.1,0.378,21.0
1099,Kenji Blackwood,G,23,4,4.5,23.5,,Diva,B+,749021,70,23.9,12.0,12.1,0.386,0.273,0.681,2.1,7.9,1.2,0.0,1.4,11.8,0.372,22.9
1100,Yannick Bright,W,27,6,2.5,7.0,,Quiet,C,321803,81,21.5,10.9,11.3,0.382,0.238,0.699,4.2,2.7,1.4,0.8,1.4,10.6,0.386,21.0
1101,Luka Vantersley,B,24,4,3.0,13.7,,Diva,C-,896370,81,22.5,14.6,14.3,0.399,0.232,0.682,6.3,1.8,0.8,0.9,2.0,13.0,0.400,21.9
1102,Kenji Yates,W,32,13,2.5,8.1,,Leader,B-,387453,81,21.5,12.3,12.0,0.393,0.220,0.733,3.6,3.4,1.0,0.3,1.7,12.9,0.409,21.6
1103,Tobias Kimura,B,26,5,1.0,2.1,,Diva,A+,49280,43,19.7,5.6,5.4,0.390,0.249,0.655,7.7,2.0,1.2,2.5,1.0,4.8,0.385,20.5
1104,Nolan Graves,G,25,4,5.0,28.0,,Quiet,C,10175058,74,28.2,20.7,24.0,0.342,0.257,0.704,1.1,3.3,0.8,0.1,3.4,20.4,0.360,25.9
1105,Felix Fontaine,W,30,11,1.0,2.2,,Hothead,C+,45348,78,20.6,6.2,6.3,0.383,0.247,0.693,4.4,1.7,1.8,1.0,0.9,6.6,0.412,22.0
1106,Dante Quill,W,25,4,3.0,11.9,,Quiet,B,881803,68,24.9,13.0,13.4,0.370,0.290,0.726,4.4,2.2,1.7,0.8,1.5,13.5,0.372,24.7
1107,Theo Bright,W,27,7,3.0,12.2,,Leader,C+,460496,81,24.8,13.5,13.6,0.374,0.231,0.662,4.3,2.8,1.8,0.9,1.3,13.1,0.394,24.2
1108,Theo Umberto,B,33,13,1.5,4.0,,Leader,C,109071,63,16.4,9.1,9.2,0.386,0.273,0.741,5.9,2.1,0.6,1.0,1.2,10.1,0.414,17.6
1109,Elias Lockhart,G,28,7,5.0,12.6,,Hothead,C-,4642200,81,26.6,18.1,21.5,0.332,0.240,0.705,2.0,5.2,0.9,0.1,3.1,17.3,0.360,26.3
1110,Amari Marsh,W,29,8,3.5,15.8,,Diva,C,734864,53,24.0,13.4,13.6,0.387,0.252,0.707,4.3,3.6,1.3,0.8,1.4,12.6,0.389,23.9
1111,Dante Kimura,G,27,8,4.5,16.0,,Quiet,B,296448,74,23.8,11.8,12.3,0.371,0.264,0.674,2.3,8.5,1.3,0.2,1.3,11.3,0.373,23.6
1112,Kwame Dupree,B,27,8,3.0,12.1,,Diva,C+,732601,51,22.9,13.8,13.3,0.403,0.231,0.656,6.4,2.1,0.8,1.4,1.7,13.0,0.387,24.3
1113,Emeka Slater,B,26,5,2.0,,5,Professional,B+,121307,51,25.4,9.4,8.8,0.425,0.216,0.753,8.0,0.9,1.2,2.4,1.2,9.3,0.426,25.5
1114,Deshawn Calloway,G,26,5,5.0,25.5,,Quiet,C+,2813356,81,27.9,17.9,17.9,0.378,0.242,0.717,2.4,5.6,1.3,0.1,2.1,17.0,0.381,27.9
1115,Kwame Tolliver,B,27,8,3.0,13.8,,Hothead,A+,763009,81,21.0,13.5,13.1,0.408,0.235,0.645,6.3,2.1,0.7,1.3,1.9,12.9,0.402,19.9
1116,Evan Rowan,G,29,9,3.0,10.7,,Professional,B-,549127,43,22.3,12.1,12.6,0.357,0.265,0.704,2.0,3.6,1.1,0.2,2.0,12.5,0.366,22.2
1117,Isaiah Whitehall,G,28,9,4.0,15.5,,Leader,B+,272726,66,20.7,11.4,11.9,0.366,0.258,0.744,1.4,7.5,1.3,0.2,0.8,11.0,0.370,21.5
1118,Imani Beckett,W,31,11,2.0,6.5,,Hothead,C,208340,80,25.7,9.1,8.1,0.431,0.251,0.753,5.2,2.3,1.8,0.9,0.9,10.2,0.448,26.0
1119,Gustavo Thorne,B,27,7,1.5,4.4,,Quiet,A,141120,43,23.5,10.6,9.5,0.449,0.220,0.600,7.6,0.7,1.1,2.2,1.4,10.9,0.449,23.5
1120,Jonas Beckett,W,34,15,2.0,6.5,,Leader,C-,357517,81,21.2,10.6,11.7,0.357,0.257,0.692,4.1,2.0,1.2,0.6,1.6,12.3,0.386,23.7
1121,Dmitri Kovac,B,25,4,3.0,11.3,,Quiet,B-,617169,72,23.1,12.0,12.0,0.389,0.254,0.666,7.1,1.7,0.9,1.9,1.4,12.1,0.393,22.5
1122,Reggie Youngblood,G,32,13,1.5,3.7,,Quiet,C+,53684,43,22.7,8.1,9.2,0.355,0.247,0.675,2.1,3.2,1.6,0.2,1.2,8.8,0.361,24.5
1123,Yusuf Boykin,W,32,13,1.5,2.8,,Leader,B,88392,77,19.7,9.1,9.7,0.371,0.209,0.729,3.4,1.9,1.2,0.7,1.3,10.4,0.376,19.9
1124,Luka Fairbanks,B,26,6,2.0,6.2,,Hothead,D,549106,57,22.5,13.2,12.7,0.393,0.283,0.733,6.7,1.0,0.7,0.9,2.1,12.3,0.385,21.9
1125,Otis Dupree,G,27,6,4.5,22.3,,Professional,C-,3296220,81,22.9,17.9,20.3,0.350,0.256,0.619,1.3,4.1,0.7,0.0,3.0,17.9,0.360,22.7
1126,Dmitri Ibarra,W,27,8,5.0,,5,Hothead,A,5569061,59,29.7,18.6,17.6,0.408,0.283,0.770,4.3,4.5,1.5,0.6,2.1,17.7,0.404,28.6
1127,Pierce Zamora,B,31,11,1.5,3.6,,Professional,A+,197931,53,16.4,8.6,8.7,0.380,0.240,0.680,5.9,1.6,0.7,0.9,1.4,10.0,0.381,17.4
1128,Gustavo Hail,W,23,2,3.5,,2,Professional,A-,635470,80,27.9,13.8,13.7,0.389,0.279,0.729,4.5,3.4,1.8,0.9,1.9,14.7,0.387,27.6
1129,Goran Oakes,G,22,3,3.5,11.8,,Professional,C-,298287,47,22.7,11.3,11.5,0.373,0.247,0.716,1.6,5.3,1.3,0.3,1.6,9.9,0.366,23.5
1130,Tobias Slater,B,25,4,2.5,,2,Hothead,A-,185919,58,23.0,10.6,10.0,0.432,0.261,0.742,7.9,2.0,1.4,2.5,1.3,10.7,0.428,24.2
1131,Trey Westbrook-Reyes,G,22,2,3.0,13.6,,Quiet,A-,161994,81,24.6,10.5,10.9,0.376,0.259,0.611,1.7,5.6,1.7,0.2,1.7,10.0,0.360,24.3
1132,Mateo Pemberton,B,31,12,1.5,3.6,,Professional,A+,95467,67,21.6,9.3,9.0,0.416,0.209,0.626,8.3,1.3,1.2,2.6,1.2,10.1,0.432,23.5
1133,Amari Bellamy,W,24,5,1.5,3.4,,Professional,B+,79111,81,23.9,7.9,7.6,0.395,0.228,0.743,4.2,1.5,2.0,1.1,0.5,7.8,0.385,23.1
1134,Kenji Whitfield,W,26,6,3.5,16.5,,Quiet,B,1002420,72,27.0,14.0,13.5,0.384,0.277,0.747,4.3,2.6,1.6,0.8,1.7,14.5,0.390,28.0
1135,Scottie Graves,G,37,16,5.0,26.0,,Quiet,C,3859220,81,25.9,16.6,17.9,0.346,0.242,0.574,1.7,5.9,0.9,0.1,2.7,18.6,0.372,27.4
1136,Lorenzo North,G,28,7,4.0,20.0,,Diva,B-,302607,81,22.9,11.9,12.3,0.356,0.266,0.712,2.0,7.7,1.5,0.1,1.0,12.3,0.360,23.5
1137,Anton Lockhart,B,29,10,3.0,12.8,,Quiet,B,695002,74,24.2,15.0,15.3,0.377,0.245,0.589,6.4,2.2,0.7,1.5,1.8,15.1,0.376,25.1
1138,Isaiah Vann,W,28,8,2.0,7.6,,Leader,B,97617,81,20.4,8.6,9.3,0.367,0.259,0.767,3.8,4.2,1.2,0.6,1.4,8.9,0.387,21.1
1139,Bogdan Fairbanks,B,31,11,2.0,6.4,,Professional,A-,69296,42,23.1,8.4,8.0,0.427,0.232,0.755,8.7,1.6,1.3,2.6,0.8,8.2,0.428,23.1
1140,Quentin Ellington,G,26,5,5.0,,1,Leader,B+,6322630,61,28.8,19.4,18.1,0.395,0.262,0.798,1.7,5.4,1.2,0.2,2.1,19.3,0.389,27.5
1141,Bryce Vantersley,W,30,10,1.5,3.2,,Hothead,B+,40849,53,20.8,7.2,6.9,0.395,0.255,0.760,5.3,2.2,1.9,1.0,0.9,7.6,0.395,19.6
1142,Dante Dawes,W,29,10,3.5,15.5,,Diva,B,740264,64,27.5,13.9,14.4,0.357,0.261,0.693,3.9,3.1,1.8,0.9,1.6,13.5,0.360,26.9
1143,Malik Everhart,B,24,5,3.5,14.0,,Professional,A+,1477692,77,22.1,13.8,13.9,0.390,0.278,0.718,6.0,2.5,0.8,1.4,1.6,13.5,0.378,20.9
